city_development_index,gender,relevent_experience,enrolled_university,education_level,experience,training_hours,target
0.92,Male,Has relevent experience,no_enrollment,Masters,4,100,0
0.91,Male,No relevent experience,Full time course,Graduate,4,6,1
0.89,Female,Has relevent experience,no_enrollment,Graduate,10,82,0
0.802,Male,No relevent experience,Full time course,Graduate,8,36,1
0.939,Male,Has relevent experience,no_enrollment,Masters,9,10,0
0.647,Male,Has relevent experience,no_enrollment,Masters,6,15,0
0.762,Male,Has relevent experience,Full time course,Graduate,4,62,0
0.698,Male,Has relevent experience,no_enrollment,Masters,14,16,0
0.92,Male,No relevent experience,Full time course,Graduate,11,48,1
0.624,Male,Has relevent experience,no_enrollment,Graduate,5,34,0
0.884,Male,Has relevent experience,no_enrollment,Graduate,14,180,0
0.7659999999999999,Male,Has relevent experience,no_enrollment,Masters,12,37,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,6,39,1
0.897,Male,Has relevent experience,no_enrollment,Masters,16,72,0
0.555,Male,Has relevent experience,no_enrollment,Graduate,4,134,1
0.924,Male,Has relevent experience,no_enrollment,Graduate,13,31,1
0.939,Male,Has relevent experience,no_enrollment,High School,20,57,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,20,78,1
0.91,Male,Has relevent experience,no_enrollment,Graduate,1,140,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,11,9,1
0.92,Male,No relevent experience,Full time course,High School,5,14,0
0.926,Male,Has relevent experience,no_enrollment,Graduate,12,23,0
0.92,Female,Has relevent experience,no_enrollment,Graduate,1,7,0
0.91,Male,Has relevent experience,no_enrollment,Masters,16,44,0
0.939,Male,Has relevent experience,no_enrollment,Masters,15,67,0
0.624,Female,Has relevent experience,no_enrollment,Masters,5,20,1
0.91,Male,Has relevent experience,no_enrollment,Graduate,12,64,1
0.884,Female,Has relevent experience,no_enrollment,Graduate,4,312,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,20,192,0
0.91,Female,Has relevent experience,no_enrollment,Masters,4,65,0
0.92,Male,No relevent experience,Full time course,Graduate,4,96,0
0.939,Male,Has relevent experience,no_enrollment,Graduate,20,32,1
0.926,Male,Has relevent experience,no_enrollment,Masters,15,268,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,8,33,0
0.884,Male,Has relevent experience,Part time course,Graduate,5,7,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,6,99,1
0.802,Male,Has relevent experience,no_enrollment,Masters,7,45,1
0.91,Male,Has relevent experience,no_enrollment,Graduate,3,76,0
0.897,Male,Has relevent experience,no_enrollment,Masters,20,17,0
0.91,Male,No relevent experience,Full time course,Masters,4,33,0
0.91,Male,Has relevent experience,no_enrollment,Masters,8,56,0
0.624,Male,Has relevent experience,Full time course,Masters,2,7,0
0.836,Male,Has relevent experience,no_enrollment,Graduate,4,53,0
0.55,Male,Has relevent experience,Part time course,Graduate,4,97,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,6,11,0
0.624,Male,Has relevent experience,Full time course,Masters,3,10,1
0.802,Male,Has relevent experience,no_enrollment,Graduate,9,141,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,12,87,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,20,54,1
0.91,Male,Has relevent experience,no_enrollment,Graduate,5,68,0
0.92,Female,Has relevent experience,no_enrollment,Phd,20,31,0
0.767,Male,Has relevent experience,Full time course,Graduate,15,174,0
0.926,Male,Has relevent experience,no_enrollment,Graduate,12,42,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,2,47,1
0.91,Male,Has relevent experience,no_enrollment,Phd,20,123,0
0.897,Male,No relevent experience,Full time course,Masters,5,46,0
0.74,Male,Has relevent experience,no_enrollment,Graduate,11,58,1
0.802,Male,Has relevent experience,no_enrollment,Graduate,4,46,0
0.92,Male,No relevent experience,Full time course,Graduate,3,24,1
0.926,Male,Has relevent experience,no_enrollment,Masters,19,63,0
0.92,Female,Has relevent experience,no_enrollment,Graduate,5,55,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,13,6,0
0.91,Other,No relevent experience,Full time course,Graduate,2,66,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,20,182,1
0.624,Male,Has relevent experience,no_enrollment,Masters,2,35,1
0.91,Male,Has relevent experience,no_enrollment,Masters,16,138,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,3,24,1
0.92,Male,No relevent experience,no_enrollment,Graduate,4,120,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,20,55,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,15,45,0
0.743,Male,No relevent experience,no_enrollment,Masters,2,4,0
0.92,Female,No relevent experience,no_enrollment,High School,1,48,0
0.884,Male,Has relevent experience,Full time course,Masters,7,23,0
0.579,Male,No relevent experience,Full time course,Graduate,3,68,0
0.926,Male,No relevent experience,Full time course,Graduate,6,63,0
0.899,Female,Has relevent experience,no_enrollment,Graduate,20,34,0
0.624,Male,Has relevent experience,no_enrollment,Masters,12,184,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,19,55,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,20,44,0
0.926,Male,Has relevent experience,no_enrollment,Graduate,8,73,0
0.55,Male,Has relevent experience,no_enrollment,Graduate,6,90,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,20,214,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,10,124,0
0.92,Male,No relevent experience,Full time course,Masters,12,86,0
0.92,Male,No relevent experience,no_enrollment,Graduate,2,36,0
0.884,Male,Has relevent experience,no_enrollment,High School,20,84,0
0.91,Male,Has relevent experience,no_enrollment,Masters,15,55,0
0.836,Male,Has relevent experience,Part time course,Masters,17,19,0
0.913,Male,Has relevent experience,no_enrollment,Graduate,12,160,0
0.897,Other,Has relevent experience,no_enrollment,Masters,5,10,0
0.923,Male,No relevent experience,no_enrollment,Graduate,8,57,0
0.8959999999999999,Male,Has relevent experience,no_enrollment,Masters,20,9,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,9,25,1
0.624,Male,Has relevent experience,no_enrollment,Graduate,6,36,1
0.949,Male,No relevent experience,Full time course,Graduate,6,13,0
0.802,Male,No relevent experience,Full time course,High School,1,12,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,20,50,0
0.924,Male,Has relevent experience,no_enrollment,Graduate,14,107,0
0.624,Male,No relevent experience,Full time course,High School,5,64,0
0.698,Male,Has relevent experience,no_enrollment,Phd,20,16,0
0.887,Male,No relevent experience,no_enrollment,High School,2,40,0
0.878,Male,Has relevent experience,no_enrollment,Masters,20,28,0
0.939,Male,Has relevent experience,no_enrollment,High School,6,31,0
0.647,Male,Has relevent experience,no_enrollment,Graduate,6,113,0
0.8959999999999999,Male,No relevent experience,no_enrollment,Masters,4,103,0
0.92,Male,Has relevent experience,no_enrollment,High School,4,104,0
0.92,Male,No relevent experience,no_enrollment,Masters,3,88,0
0.866,Male,Has relevent experience,no_enrollment,Graduate,17,10,1
0.8959999999999999,Male,No relevent experience,Full time course,High School,4,11,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,8,214,0
0.92,Male,No relevent experience,no_enrollment,Graduate,2,110,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,20,34,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,4,34,0
0.92,Female,Has relevent experience,no_enrollment,Masters,20,112,1
0.92,Male,Has relevent experience,no_enrollment,Phd,13,12,0
0.92,Other,Has relevent experience,no_enrollment,Masters,7,35,0
0.926,Male,No relevent experience,no_enrollment,High School,3,112,0
0.926,Male,Has relevent experience,no_enrollment,Masters,15,77,0
0.926,Male,Has relevent experience,no_enrollment,Masters,9,6,0
0.624,Male,Has relevent experience,Part time course,Graduate,2,220,1
0.624,Male,Has relevent experience,Part time course,Phd,20,108,1
0.887,Male,Has relevent experience,no_enrollment,High School,14,89,0
0.897,Male,Has relevent experience,no_enrollment,Masters,7,12,0
0.913,Male,Has relevent experience,no_enrollment,Graduate,20,13,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,6,35,0
0.92,Female,No relevent experience,no_enrollment,Graduate,20,4,0
0.926,Male,No relevent experience,Full time course,Graduate,14,200,0
0.926,Male,Has relevent experience,no_enrollment,High School,8,56,0
0.804,Female,Has relevent experience,no_enrollment,Masters,11,81,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,10,162,1
0.624,Male,Has relevent experience,Full time course,Graduate,2,102,1
0.843,Female,No relevent experience,Full time course,High School,3,37,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,5,140,0
0.698,Male,No relevent experience,Full time course,High School,3,78,0
0.92,Male,No relevent experience,no_enrollment,Graduate,5,78,1
0.91,Male,Has relevent experience,no_enrollment,Graduate,20,166,0
0.92,Male,Has relevent experience,no_enrollment,Masters,13,19,1
0.74,Male,Has relevent experience,no_enrollment,Graduate,20,40,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,20,26,0
0.55,Male,Has relevent experience,Part time course,Masters,7,56,0
0.745,Female,Has relevent experience,no_enrollment,Masters,15,132,0
0.804,Female,Has relevent experience,Part time course,High School,3,2,0
0.865,Male,Has relevent experience,no_enrollment,Masters,20,28,0
0.74,Male,Has relevent experience,no_enrollment,Graduate,11,22,0
0.89,Male,Has relevent experience,no_enrollment,Graduate,15,16,0
0.55,Male,Has relevent experience,Part time course,Graduate,10,62,1
0.762,Male,Has relevent experience,no_enrollment,Graduate,9,11,0
0.92,Male,No relevent experience,Full time course,Graduate,12,128,0
0.556,Male,Has relevent experience,no_enrollment,Masters,20,27,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,3,106,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,5,24,0
0.843,Male,Has relevent experience,Full time course,Graduate,9,40,0
0.698,Male,No relevent experience,Full time course,Graduate,1,74,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,9,55,0
0.897,Male,Has relevent experience,no_enrollment,Masters,19,48,0
0.92,Male,Has relevent experience,no_enrollment,Masters,20,13,1
0.897,Female,No relevent experience,no_enrollment,Phd,19,74,0
0.878,Male,Has relevent experience,no_enrollment,Masters,11,6,0
0.64,Male,Has relevent experience,Part time course,Graduate,3,164,0
0.92,Male,No relevent experience,no_enrollment,Graduate,1,48,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,12,50,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,2,39,0
0.897,Male,Has relevent experience,no_enrollment,Masters,15,68,0
0.926,Male,Has relevent experience,no_enrollment,Masters,6,78,0
0.897,Male,Has relevent experience,no_enrollment,Masters,7,48,0
0.91,Male,No relevent experience,no_enrollment,Graduate,20,86,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,8,51,0
0.92,Female,Has relevent experience,no_enrollment,Graduate,6,30,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,7,55,1
0.682,Male,No relevent experience,no_enrollment,Masters,20,47,0
0.897,Male,Has relevent experience,no_enrollment,Masters,10,92,0
0.836,Male,Has relevent experience,no_enrollment,Graduate,6,21,0
0.926,Male,Has relevent experience,no_enrollment,Masters,20,29,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,20,31,0
0.926,Male,Has relevent experience,no_enrollment,Graduate,9,65,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,14,11,0
0.836,Male,Has relevent experience,no_enrollment,Masters,19,166,0
0.92,Male,Has relevent experience,Full time course,Graduate,7,15,0
0.794,Male,No relevent experience,Full time course,High School,3,30,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,10,28,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,9,42,1
0.624,Male,Has relevent experience,no_enrollment,Graduate,5,12,1
0.939,Male,Has relevent experience,no_enrollment,Graduate,12,7,0
0.92,Male,No relevent experience,no_enrollment,Graduate,1,23,1
0.926,Female,Has relevent experience,no_enrollment,Masters,3,4,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,20,8,0
0.92,Male,No relevent experience,no_enrollment,Masters,11,12,0
0.91,Male,Has relevent experience,Full time course,High School,1,86,0
0.754,Male,Has relevent experience,Full time course,Graduate,3,23,0
0.92,Male,No relevent experience,no_enrollment,Graduate,10,308,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,16,5,0
0.939,Male,Has relevent experience,Part time course,High School,5,54,0
0.939,Male,Has relevent experience,no_enrollment,Masters,4,103,0
0.527,Male,Has relevent experience,no_enrollment,Graduate,14,114,1
0.915,Male,Has relevent experience,no_enrollment,Graduate,4,322,0
0.579,Female,Has relevent experience,no_enrollment,Graduate,4,67,0
0.754,Male,Has relevent experience,no_enrollment,Graduate,19,80,0
0.527,Female,Has relevent experience,no_enrollment,Masters,9,58,1
0.939,Female,Has relevent experience,no_enrollment,Graduate,9,51,0
0.698,Male,No relevent experience,Full time course,High School,5,12,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,20,77,0
0.802,Male,No relevent experience,Full time course,Graduate,9,108,0
0.91,Male,No relevent experience,Full time course,High School,4,6,0
0.624,Male,No relevent experience,no_enrollment,High School,5,21,0
0.926,Female,Has relevent experience,no_enrollment,Graduate,15,53,1
0.926,Male,Has relevent experience,no_enrollment,Graduate,20,21,0
0.74,Male,Has relevent experience,Full time course,High School,1,35,1
0.4479999999999999,Male,No relevent experience,Full time course,High School,4,31,0
0.92,Male,Has relevent experience,no_enrollment,Masters,17,14,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,7,8,0
0.698,Male,No relevent experience,no_enrollment,Graduate,9,64,1
0.624,Male,Has relevent experience,no_enrollment,Graduate,8,76,1
0.926,Male,Has relevent experience,Full time course,Graduate,9,73,0
0.897,Male,Has relevent experience,no_enrollment,Masters,14,102,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,10,108,0
0.91,Male,Has relevent experience,no_enrollment,Masters,7,43,0
0.926,Male,No relevent experience,Part time course,Masters,8,121,0
0.91,Male,No relevent experience,no_enrollment,Graduate,4,22,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,8,51,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,4,73,0
0.624,Male,No relevent experience,Full time course,High School,3,51,1
0.754,Male,Has relevent experience,no_enrollment,Graduate,10,80,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,14,272,0
0.884,Male,Has relevent experience,no_enrollment,Graduate,20,86,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,20,99,0
0.804,Male,Has relevent experience,no_enrollment,Masters,12,67,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,2,35,0
0.939,Male,Has relevent experience,no_enrollment,Graduate,20,53,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,20,18,1
0.878,Male,Has relevent experience,no_enrollment,High School,5,22,0
0.899,Male,Has relevent experience,no_enrollment,Graduate,17,130,0
0.6890000000000001,Male,Has relevent experience,Part time course,Graduate,6,106,0
0.624,Female,Has relevent experience,no_enrollment,Masters,5,65,1
0.698,Male,Has relevent experience,Full time course,Graduate,16,16,0
0.754,Male,Has relevent experience,Part time course,Graduate,15,66,1
0.92,Male,No relevent experience,Full time course,Graduate,3,8,0
0.698,Male,No relevent experience,no_enrollment,Graduate,20,156,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,9,11,0
0.55,Male,Has relevent experience,Full time course,Graduate,18,8,1
0.493,Male,Has relevent experience,no_enrollment,Graduate,10,108,1
0.91,Female,Has relevent experience,no_enrollment,Graduate,8,54,1
0.893,Male,Has relevent experience,no_enrollment,Primary School,5,32,1
0.92,Male,No relevent experience,no_enrollment,Masters,1,23,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,13,102,0
0.762,Male,Has relevent experience,no_enrollment,Masters,5,28,1
0.698,Male,No relevent experience,no_enrollment,Graduate,2,36,0
0.913,Male,Has relevent experience,no_enrollment,Graduate,16,13,0
0.92,Male,No relevent experience,Full time course,Graduate,7,6,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,20,192,0
0.926,Male,Has relevent experience,no_enrollment,Masters,20,2,0
0.682,Male,Has relevent experience,no_enrollment,Graduate,5,47,0
0.878,Male,Has relevent experience,no_enrollment,Masters,20,100,0
0.691,Male,Has relevent experience,no_enrollment,Masters,10,20,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,19,70,0
0.698,Male,Has relevent experience,no_enrollment,Graduate,3,12,0
0.92,Male,No relevent experience,no_enrollment,Graduate,4,43,1
0.91,Male,Has relevent experience,no_enrollment,Graduate,19,26,0
0.843,Male,Has relevent experience,no_enrollment,Graduate,17,90,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,20,48,0
0.92,Female,Has relevent experience,no_enrollment,Graduate,20,35,0
0.939,Other,Has relevent experience,no_enrollment,Graduate,20,24,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,9,14,0
0.91,Female,Has relevent experience,Full time course,Graduate,5,114,0
0.647,Male,Has relevent experience,Part time course,Masters,2,7,0
0.624,Male,No relevent experience,Full time course,High School,6,21,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,7,160,0
0.92,Female,No relevent experience,no_enrollment,Phd,20,79,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,9,37,0
0.92,Female,Has relevent experience,no_enrollment,Masters,15,39,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,11,4,0
0.91,Male,Has relevent experience,no_enrollment,Masters,20,14,0
0.939,Male,Has relevent experience,no_enrollment,Graduate,6,12,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,9,9,0
0.92,Male,No relevent experience,no_enrollment,Graduate,15,156,0
0.698,Male,Has relevent experience,no_enrollment,Graduate,10,14,0
0.855,Male,No relevent experience,Full time course,High School,8,67,0
0.92,Male,Has relevent experience,no_enrollment,Masters,4,102,0
0.91,Female,Has relevent experience,no_enrollment,Graduate,11,68,1
0.91,Male,Has relevent experience,no_enrollment,Graduate,20,61,1
0.743,Male,Has relevent experience,Part time course,Graduate,11,28,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,20,198,0
0.899,Male,No relevent experience,Part time course,Graduate,6,17,0
0.884,Male,No relevent experience,no_enrollment,Phd,20,322,0
0.698,Male,No relevent experience,no_enrollment,High School,3,26,1
0.865,Male,Has relevent experience,no_enrollment,Graduate,9,152,1
0.804,Male,No relevent experience,no_enrollment,Graduate,3,69,1
0.92,Male,No relevent experience,no_enrollment,Primary School,7,11,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,20,40,1
0.624,Male,Has relevent experience,Full time course,Masters,10,76,1
0.895,Male,Has relevent experience,no_enrollment,Masters,15,41,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,6,4,1
0.887,Male,Has relevent experience,no_enrollment,Masters,20,54,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,6,78,0
0.923,Male,No relevent experience,no_enrollment,Masters,1,74,1
0.92,Male,Has relevent experience,no_enrollment,Phd,7,11,0
0.738,Male,Has relevent experience,no_enrollment,Graduate,17,2,0
0.624,Male,Has relevent experience,Full time course,Graduate,4,196,1
0.624,Male,No relevent experience,no_enrollment,Graduate,12,34,1
0.624,Male,No relevent experience,Full time course,Graduate,7,26,1
0.762,Male,Has relevent experience,no_enrollment,Graduate,13,11,1
0.92,Female,Has relevent experience,no_enrollment,Graduate,20,44,1
0.624,Female,Has relevent experience,no_enrollment,Graduate,5,131,1
0.897,Male,No relevent experience,Full time course,Graduate,6,172,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,20,34,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,17,32,1
0.878,Male,Has relevent experience,no_enrollment,Graduate,8,129,0
0.6890000000000001,Male,Has relevent experience,no_enrollment,High School,8,8,0
0.92,Male,Has relevent experience,no_enrollment,Masters,20,80,0
0.92,Male,No relevent experience,Full time course,Graduate,5,22,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,9,72,0
0.897,Male,Has relevent experience,no_enrollment,Masters,5,46,0
0.91,Male,No relevent experience,Full time course,Graduate,10,8,0
0.92,Male,Has relevent experience,Full time course,Graduate,20,147,0
0.92,Male,No relevent experience,Full time course,Graduate,5,98,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,20,14,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,20,71,0
0.939,Female,Has relevent experience,no_enrollment,Graduate,7,7,0
0.887,Male,Has relevent experience,Full time course,Graduate,20,50,1
0.762,Male,No relevent experience,no_enrollment,Graduate,3,31,1
0.624,Male,Has relevent experience,no_enrollment,Graduate,3,96,1
0.939,Female,Has relevent experience,no_enrollment,Graduate,10,94,0
0.92,Male,Has relevent experience,no_enrollment,Masters,15,64,0
0.939,Male,Has relevent experience,no_enrollment,Graduate,13,11,0
0.92,Female,Has relevent experience,no_enrollment,Graduate,3,134,0
0.887,Male,Has relevent experience,no_enrollment,High School,4,11,0
0.939,Female,No relevent experience,Full time course,Masters,1,17,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,18,80,0
0.926,Male,Has relevent experience,no_enrollment,Masters,20,64,0
0.762,Male,Has relevent experience,no_enrollment,Graduate,6,45,0
0.926,Male,No relevent experience,no_enrollment,Graduate,10,150,0
0.865,Male,Has relevent experience,no_enrollment,Masters,20,113,0
0.693,Male,Has relevent experience,no_enrollment,Graduate,7,4,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,15,86,0
0.925,Male,Has relevent experience,no_enrollment,Masters,17,24,0
0.926,Male,Has relevent experience,no_enrollment,Graduate,6,104,0
0.924,Male,Has relevent experience,no_enrollment,Masters,20,162,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,20,18,0
0.939,Male,Has relevent experience,no_enrollment,High School,7,6,0
0.92,Male,Has relevent experience,no_enrollment,Masters,20,23,0
0.91,Male,Has relevent experience,no_enrollment,Masters,20,29,0
0.754,Male,No relevent experience,Full time course,Graduate,2,35,1
0.848,Male,No relevent experience,Full time course,High School,2,43,0
0.8270000000000001,Male,No relevent experience,Full time course,High School,1,73,0
0.836,Male,No relevent experience,Full time course,Graduate,2,59,0
0.698,Male,Has relevent experience,no_enrollment,Masters,20,9,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,3,58,0
0.762,Male,Has relevent experience,Part time course,Masters,19,31,1
0.802,Male,Has relevent experience,no_enrollment,Graduate,12,127,0
0.74,Male,Has relevent experience,no_enrollment,Graduate,11,232,0
0.92,Female,Has relevent experience,no_enrollment,Graduate,16,7,0
0.92,Male,Has relevent experience,no_enrollment,High School,20,246,0
0.698,Male,Has relevent experience,Part time course,Graduate,5,6,0
0.897,Male,Has relevent experience,no_enrollment,Masters,10,9,0
0.624,Male,Has relevent experience,Full time course,Graduate,6,37,0
0.89,Male,Has relevent experience,no_enrollment,Graduate,15,74,0
0.92,Male,No relevent experience,no_enrollment,Graduate,5,260,0
0.624,Male,Has relevent experience,no_enrollment,Masters,3,61,0
0.926,Other,No relevent experience,Full time course,High School,6,144,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,8,51,0
0.926,Male,Has relevent experience,no_enrollment,Graduate,11,108,0
0.624,Male,Has relevent experience,Full time course,Graduate,2,56,0
0.92,Male,Has relevent experience,no_enrollment,Masters,9,52,0
0.624,Male,Has relevent experience,no_enrollment,Masters,4,164,0
0.698,Male,No relevent experience,Full time course,Graduate,4,83,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,14,122,1
0.527,Male,Has relevent experience,no_enrollment,Graduate,4,80,1
0.698,Male,Has relevent experience,no_enrollment,Masters,16,22,0
0.92,Male,No relevent experience,no_enrollment,Graduate,20,41,0
0.91,Male,No relevent experience,Full time course,Graduate,20,32,1
0.836,Male,Has relevent experience,no_enrollment,Graduate,15,85,0
0.624,Male,Has relevent experience,no_enrollment,Masters,8,31,1
0.624,Male,No relevent experience,Full time course,High School,2,17,1
0.925,Male,No relevent experience,Full time course,Graduate,7,78,1
0.848,Male,Has relevent experience,no_enrollment,Graduate,3,28,0
0.855,Male,Has relevent experience,no_enrollment,Graduate,7,2,0
0.855,Male,Has relevent experience,no_enrollment,Masters,15,141,0
0.92,Female,Has relevent experience,no_enrollment,Graduate,10,72,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,14,44,0
0.913,Male,Has relevent experience,no_enrollment,Graduate,20,8,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,5,36,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,20,46,0
0.91,Female,Has relevent experience,no_enrollment,Graduate,4,146,0
0.92,Female,Has relevent experience,no_enrollment,Masters,20,12,0
0.855,Female,Has relevent experience,no_enrollment,Masters,2,57,0
0.92,Male,No relevent experience,no_enrollment,Graduate,3,148,0
0.913,Male,No relevent experience,no_enrollment,Masters,20,80,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,15,68,0
0.855,Male,Has relevent experience,no_enrollment,Graduate,11,50,0
0.92,Female,Has relevent experience,no_enrollment,Masters,20,33,0
0.884,Male,Has relevent experience,no_enrollment,Graduate,5,70,0
0.926,Male,Has relevent experience,no_enrollment,Graduate,9,145,0
0.55,Male,No relevent experience,Full time course,High School,5,153,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,9,133,1
0.92,Female,Has relevent experience,no_enrollment,Graduate,12,32,0
0.762,Male,Has relevent experience,no_enrollment,Graduate,9,67,0
0.884,Female,Has relevent experience,no_enrollment,Graduate,3,55,0
0.624,Male,No relevent experience,no_enrollment,High School,6,126,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,20,146,0
0.926,Male,Has relevent experience,no_enrollment,High School,15,6,0
0.8959999999999999,Male,Has relevent experience,no_enrollment,Phd,20,47,0
0.92,Female,No relevent experience,no_enrollment,Graduate,19,86,0
0.92,Male,No relevent experience,no_enrollment,Phd,20,7,0
0.939,Male,Has relevent experience,no_enrollment,Masters,10,35,0
0.92,Male,Has relevent experience,no_enrollment,Masters,16,24,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,14,40,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,10,37,0
0.913,Other,Has relevent experience,Part time course,Graduate,7,145,1
0.939,Male,Has relevent experience,no_enrollment,Graduate,6,52,0
0.847,Male,Has relevent experience,Full time course,Graduate,10,9,0
0.55,Male,Has relevent experience,no_enrollment,Graduate,5,78,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,20,18,0
0.754,Male,No relevent experience,Full time course,High School,5,124,1
0.6890000000000001,Female,Has relevent experience,Full time course,Masters,19,125,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,7,32,1
0.624,Male,No relevent experience,no_enrollment,Graduate,11,34,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,20,74,0
0.754,Male,Has relevent experience,no_enrollment,Graduate,13,128,1
0.624,Male,Has relevent experience,no_enrollment,Graduate,5,34,1
0.865,Male,Has relevent experience,no_enrollment,Masters,18,14,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,20,68,0
0.843,Male,No relevent experience,Full time course,Graduate,4,56,0
0.92,Male,No relevent experience,Full time course,Graduate,4,38,0
0.926,Male,No relevent experience,Full time course,High School,14,34,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,7,67,1
0.743,Male,Has relevent experience,no_enrollment,Masters,14,105,0
0.939,Female,Has relevent experience,no_enrollment,Graduate,4,100,0
0.92,Male,No relevent experience,Full time course,Graduate,5,73,1
0.923,Male,Has relevent experience,no_enrollment,Graduate,5,15,1
0.92,Male,No relevent experience,no_enrollment,Graduate,14,40,0
0.91,Male,Has relevent experience,Part time course,High School,4,16,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,11,34,0
0.924,Other,Has relevent experience,no_enrollment,Graduate,10,80,0
0.92,Male,Has relevent experience,no_enrollment,High School,5,80,0
0.926,Male,Has relevent experience,no_enrollment,Masters,5,18,0
0.924,Male,Has relevent experience,no_enrollment,Graduate,14,166,0
0.893,Male,Has relevent experience,no_enrollment,Masters,20,32,0
